Prevalence of obesity (both sexes) - WHO (2019),undernourishment,gdp,Year,Country_id,Disease_id
4,0,0,1975,51,2101
4.3,0,0,1976,51,2102
4.5,0,0,1977,51,2103
4.7,0,0,1978,51,2104
4.9,0,0,1979,51,2105
5.2,0,0,1980,51,2106
5.4,0,0,1981,51,2107
5.6,0,0,1982,51,2108
5.8,0,0,1983,51,2109
6.1,0,0,1984,51,2110
6.3,0,0,1985,51,2111
6.5,0,0,1986,51,2112
6.7,0,0,1987,51,2113
6.9,0,0,1988,51,2114
7.2,0,0,1989,51,2115
7.4,0,0,1990,51,2116
7.6,0,0,1991,51,2117
7.8,0,0,1992,51,2118
7.9,0,0,1993,51,2119
8.1,0,0,1994,51,2120
8.3,0,0,1995,51,2121
8.5,0,0,1996,51,2122
8.7,0,0,1997,51,2123
8.9,0,0,1998,51,2124
9.1,0,0,1999,51,2125
9.3,0,0,2000,51,2126
9.6,0,0,2001,51,2127
9.8,0,0,2002,51,2128
10,0,0,2003,51,2129
10.2,0,0,2004,51,2130
10.5,0,0,2005,51,2131
10.7,0,0,2006,51,2132
11,0,0,2007,51,2133
11.2,0,0,2008,51,2134
11.5,0,0,2009,51,2135
11.8,0,0,2010,51,2136
12,0,2705.405589,2011,51,2137
12.3,0,0,2012,51,2138
12.6,0,0,2013,51,2139
12.9,0,0,2014,51,2140
13.2,0,0,2015,51,2141
13.5,0,0,2016,51,2142
6.6,0,0,1975,52,2143
6.9,0,0,1976,52,2144
7.2,0,0,1977,52,2145
7.5,0,0,1978,52,2146
7.9,0,0,1979,52,2147
8.3,0,0,1980,52,2148
8.7,0,0,1981,52,2149
9.2,0,0,1982,52,2150
9.6,0,0,1983,52,2151
10.2,0,0,1984,52,2152
10.7,0,0,1985,52,2153
11.3,0,0,1986,52,2154
11.9,0,0,1987,52,2155
12.6,0,0,1988,52,2156
13.3,0,0,1989,52,2157
14,0,6730.022762,1990,52,2158
14.6,0,6778.965202,1991,52,2159
15.3,0,6905.278099,1992,52,2160
15.9,0,6997.687803,1993,52,2161
16.4,0,7081.637577,1994,52,2162
17,0,7221.985961,1995,52,2163
17.5,0,7436.010087,1996,52,2164
18,0,7588.680128,1997,52,2165
18.5,0,8018.926227,1998,52,2166
18.9,0,8118.417205,1999,52,2167
19.4,0,8175.435071,2000,52,2168
19.9,3.8,8214.820704,2001,52,2169
20.3,4.1,8053.001213,2002,52,2170
20.8,4.7,8638.77133,2003,52,2171
21.3,5,8883.297399,2004,52,2172
21.8,5.5,8844.293237,2005,52,2173
22.3,5,9080.261433,2006,52,2174
22.9,4.6,9634.767146,2007,52,2175
23.4,4.1,10302.8277,2008,52,2176
23.9,4.4,10160.15211,2009,52,2177
24.5,4.7,10198.27337,2010,52,2178
25,5,10135.27403,2011,52,2179
25.6,5.1,9981.101135,2012,52,2180
26.2,5.2,9871.672665,2013,52,2181
26.8,5.3,10255.21705,2014,52,2182
27.3,5.3,9941.894925,2015,52,2183
27.9,5.4,10151.34256,2016,52,2184
5.8,0,0,1975,53,2185
6.1,0,0,1976,53,2186
6.4,0,0,1977,53,2187
6.8,0,0,1978,53,2188
7.2,0,0,1979,53,2189
7.6,0,0,1980,53,2190
8,0,0,1981,53,2191
8.3,0,0,1982,53,2192
8.7,0,0,1983,53,2193
9.1,0,0,1984,53,2194
9.5,0,0,1985,53,2195
9.9,0,0,1986,53,2196
10.2,0,0,1987,53,2197
10.6,0,0,1988,53,2198
11,0,0,1989,53,2199
11.3,0,5477.061465,1990,53,2200
11.7,0,5421.621565,1991,53,2201
12.1,0,5914.579688,1992,53,2202
12.5,0,6230.928137,1993,53,2203
13,0,6276.20558,1994,53,2204
13.4,0,6515.903229,1995,53,2205
13.9,0,6787.852738,1996,53,2206
14.4,0,7269.326961,1997,53,2207
14.9,0,7633.154969,1998,53,2208
15.5,0,7959.225317,1999,53,2209
16,0,8200.378427,2000,53,2210
16.6,20.6,8272.127247,2001,53,2211
17.2,22.7,8511.690706,2002,53,2212
17.9,23.7,8270.293527,2003,53,2213
18.6,23.2,8356.82634,2004,53,2214
19.3,19.3,9011.512148,2005,53,2215
20,16.5,9697.823176,2006,53,2216
20.7,16.3,10271.22129,2007,53,2217
21.5,16.2,10455.48321,2008,53,2218
22.2,14.8,10412.601,2009,53,2219
23,12.4,11132.55269,2010,53,2220
23.8,10.4,11333.54709,2011,53,2221
24.5,9.8,11494.94971,2012,53,2222
25.3,9,11907.20486,2013,53,2223
26.1,8.5,12663.04225,2014,53,2224
26.9,7.6,13395.9168,2015,53,2225
27.6,7,14120.21164,2016,53,2226
5.7,0,0,1975,54,2227
6,0,0,1976,54,2228
6.2,0,0,1977,54,2229
6.4,0,0,1978,54,2230
6.7,0,0,1979,54,2231
6.9,0,0,1980,54,2232
7.2,0,0,1981,54,2233
7.5,0,0,1982,54,2234
7.8,0,0,1983,54,2235
8.1,0,0,1984,54,2236
8.4,0,0,1985,54,2237
8.7,0,0,1986,54,2238
9,0,0,1987,54,2239
9.3,0,0,1988,54,2240
9.6,0,0,1989,54,2241
9.9,0,0,1990,54,2242
10.2,0,0,1991,54,2243
10.5,0,0,1992,54,2244
10.8,0,0,1993,54,2245
11.1,0,0,1994,54,2246
11.4,0,0,1995,54,2247
11.8,0,0,1996,54,2248
12.1,0,0,1997,54,2249
12.5,0,0,1998,54,2250
12.9,0,0,1999,54,2251
13.3,0,0,2000,54,2252
13.6,0,0,2001,54,2253
13.9,0,0,2002,54,2254
14.4,0,0,2003,54,2255
14.9,0,0,2004,54,2256
15.3,0,0,2005,54,2257
15.7,0,0,2006,54,2258
16.2,0,0,2007,54,2259
16.7,0,0,2008,54,2260
17.1,0,0,2009,54,2261
17.7,0,0,2010,54,2262
18.2,0,0,2011,54,2263
18.7,0,0,2012,54,2264
19.1,0,0,2013,54,2265
19.6,0,0,2014,54,2266
20.3,0,0,2015,54,2267
20.8,0,0,2016,54,2268
5,0,0,1975,55,2269
5.2,0,0,1976,55,2270
5.4,0,0,1977,55,2271
5.7,0,0,1978,55,2272
5.9,0,0,1979,55,2273
6.2,0,0,1980,55,2274
6.5,0,0,1981,55,2275
6.8,0,0,1982,55,2276
7.1,0,0,1983,55,2277
7.4,0,0,1984,55,2278
7.7,0,0,1985,55,2279
8.1,0,0,1986,55,2280
8.4,0,0,1987,55,2281
8.7,0,0,1988,55,2282
9.1,0,0,1989,55,2283
9.5,0,7472.025128,1990,55,2284
9.8,0,7611.733255,1991,55,2285
10.2,0,7595.025335,1992,55,2286
10.6,0,7571.244874,1993,55,2287
10.9,0,7720.724316,1994,55,2288
11.3,0,7726.192086,1995,55,2289
11.7,0,7696.583402,1996,55,2290
12,0,7867.057933,1997,55,2291
12.4,0,7964.486069,1998,55,2292
12.8,0,7443.335645,1999,55,2293
13.2,0,7387.615879,2000,55,2294
13.6,21.2,7550.257275,2001,55,2295
14,22.9,7727.717349,2002,55,2296
14.4,22.9,7808.192201,2003,55,2297
14.8,22.9,8311.701354,2004,55,2298
15.2,22.5,8607.765409,2005,55,2299
15.6,22.9,8837.380686,2006,55,2300
16,22.2,8879.636854,2007,55,2301
16.4,21.4,9285.864407,2008,55,2302
16.8,19.3,9183.552558,2009,55,2303
17.2,18.3,9352.344237,2010,55,2304
17.6,17.6,9926.903441,2011,55,2305
18.1,17.6,10322.1789,2012,55,2306
18.5,14.9,10665.46258,2013,55,2307
19,11.7,10901.41856,2014,55,2308
19.4,8.8,10749.12887,2015,55,2309
19.9,8.9,10424.26415,2016,55,2310
12,0,0,1975,56,2311
12.3,0,0,1976,56,2312
12.7,0,0,1977,56,2313
13.1,0,0,1978,56,2314
13.4,0,0,1979,56,2315
13.8,0,0,1980,56,2316
14.2,0,0,1981,56,2317
14.6,0,0,1982,56,2318
14.9,0,0,1983,56,2319
15.3,0,0,1984,56,2320
15.7,0,0,1985,56,2321
16.1,0,0,1986,56,2322
16.5,0,0,1987,56,2323
16.9,0,0,1988,56,2324
17.3,0,0,1989,56,2325
17.7,0,5909.161575,1990,56,2326
18.1,0,5836.66634,1991,56,2327
18.5,0,5965.070541,1992,56,2328
19,0,6013.884613,1993,56,2329
19.4,0,6130.748719,1994,56,2330
19.8,0,6292.662391,1995,56,2331
20.3,0,6482.553363,1996,56,2332
20.7,0,6712.639989,1997,56,2333
21.2,0,6856.417675,1998,56,2334
21.7,0,7142.670243,1999,56,2335
22.2,0,7388.356411,2000,56,2336
22.7,5.3,7507.687261,2001,56,2337
23.3,5.5,7541.324229,2002,56,2338
23.8,6,7635.660607,2003,56,2339
24.4,6.4,7800.348919,2004,56,2340
24.9,6.5,8001.516541,2005,56,2341
25.5,6.1,8398.874535,2006,56,2342
26.1,5.8,8838.524796,2007,56,2343
26.7,5.7,9305.414955,2008,56,2344
27.4,5.5,9561.847569,2009,56,2345
28,5.4,9857.468282,2010,56,2346
28.6,5.1,9823.823287,2011,56,2347
29.3,5.2,9822.420181,2012,56,2348
30,5,9814.21213,2013,56,2349
30.6,4.8,9879.799359,2014,56,2350
31.3,4.6,10095.61017,2015,56,2351
32,4.7,10324.10114,2016,56,2352
5.8,0,0,1975,57,2353
6,0,0,1976,57,2354
6.2,0,0,1977,57,2355
6.5,0,0,1978,57,2356
6.8,0,0,1979,57,2357
7.1,0,0,1980,57,2358
7.4,0,0,1981,57,2359
7.7,0,0,1982,57,2360
8,0,0,1983,57,2361
8.3,0,0,1984,57,2362
8.6,0,0,1985,57,2363
9,0,0,1986,57,2364
9.3,0,0,1987,57,2365
9.7,0,0,1988,57,2366
10.1,0,0,1989,57,2367
10.5,0,4544.585408,1990,57,2368
10.9,0,4550.434209,1991,57,2369
11.3,0,4803.349749,1992,57,2370
11.8,0,5014.462798,1993,57,2371
12.3,0,5182.463704,1994,57,2372
12.8,0,5363.842434,1995,57,2373
13.3,0,5349.724326,1996,57,2374
13.9,0,5463.654999,1997,57,2375
14.4,0,5559.218119,1998,57,2376
15,0,5634.008824,1999,57,2377
15.6,0,5656.242809,2000,57,2378
16.1,7.3,5668.828932,2001,57,2379
16.7,7.2,5725.155632,2002,57,2380
17.3,8,5784.184608,2003,57,2381
17.8,8.8,5807.273634,2004,57,2382
18.4,9.3,5936.61904,2005,57,2383
18.9,9.5,6166.296376,2006,57,2384
19.5,9.8,6253.15152,2007,57,2385
20,10,6358.132981,2008,57,2386
20.6,10.6,6198.304499,2009,57,2387
21.1,11,6300.775388,2010,57,2388
21.7,11.2,6511.443727,2011,57,2389
22.2,10.6,6663.811622,2012,57,2390
22.8,10.6,6789.860003,2013,57,2391
23.4,10.7,6890.723224,2014,57,2392
24,10.7,7019.591789,2015,57,2393
24.6,10.1,7164.143497,2016,57,2394
1.3,0,0,1975,58,2395
1.4,0,0,1976,58,2396
1.4,0,0,1977,58,2397
1.5,0,0,1978,58,2398
1.6,0,0,1979,58,2399
1.6,0,0,1980,58,2400
1.7,0,0,1981,58,2401
1.7,0,0,1982,58,2402
1.8,0,0,1983,58,2403
1.8,0,0,1984,58,2404
1.9,0,0,1985,58,2405
2,0,0,1986,58,2406
2.1,0,0,1987,58,2407
2.3,0,0,1988,58,2408
2.4,0,0,1989,58,2409
2.5,0,999.5045346,1990,58,2410
2.7,0,958.3529011,1991,58,2411
2.9,0,1250.128517,1992,58,2412
3,0,1342.452899,1993,58,2413
3.2,0,1513.077871,1994,58,2414
3.4,0,1715.227531,1995,58,2415
3.6,0,2752.926121,1996,58,2416
3.8,0,6620.818906,1997,58,2417
3.9,0,7876.198479,1998,58,2418
4.1,0,9507.224158,1999,58,2419
4.3,0,10792.73302,2000,58,2420
4.5,0,16932.00272,2001,58,2421
4.6,0,19418.69467,2002,58,2422
4.8,0,21230.11107,2003,58,2423
5,0,28076.34898,2004,58,2424
5.2,0,31372.08279,2005,58,2425
5.4,0,32300.73714,2006,58,2426
5.6,0,35570.72507,2007,58,2427
5.8,0,40015.81919,2008,58,2428
6,0,38738.15203,2009,58,2429
6.3,0,33723.3658,2010,58,2430
6.5,0,34363.15291,2011,58,2431
6.8,0,35632.04564,2012,58,2432
7.1,0,32736.09743,2013,58,2433
7.4,0,31542.51077,2014,58,2434
7.7,0,27554.19987,2015,58,2435
8,0,24240.4283,2016,58,2436
0.6,0,0,1975,59,2437
0.7,0,0,1976,59,2438
0.7,0,0,1977,59,2439
0.7,0,0,1978,59,2440
0.8,0,0,1979,59,2441
0.8,0,0,1980,59,2442
0.9,0,0,1981,59,2443
0.9,0,0,1982,59,2444
0.9,0,0,1983,59,2445
1,0,0,1984,59,2446
1,0,0,1985,59,2447
1.1,0,0,1986,59,2448
1.2,0,0,1987,59,2449
1.2,0,0,1988,59,2450
1.3,0,0,1989,59,2451
1.4,0,0,1990,59,2452
1.4,0,0,1991,59,2453
1.5,0,1110.990526,1992,59,2454
1.6,0,1268.41711,1993,59,2455
1.7,0,1544.372512,1994,59,2456
1.8,0,1586.092241,1995,59,2457
1.9,0,1718.365625,1996,59,2458
1.9,0,1827.888351,1997,59,2459
2,0,1824.01317,1998,59,2460
2.1,0,1781.147653,1999,59,2461
2.3,0,1679.147143,2000,59,2462
2.4,0,1771.687338,2001,59,2463
2.5,0,1765.60398,2002,59,2464
2.6,0,1661.879354,2003,59,2465
2.7,0,1633.415639,2004,59,2466
2.9,0,1628.869863,2005,59,2467
3,0,1574.352158,2006,59,2468
3.2,0,1563.488302,2007,59,2469
3.4,0,1384.103605,2008,59,2470
3.5,0,1411.841397,2009,59,2471
3.7,0,1416.365802,2010,59,2472
3.9,0,1510.458929,2011,59,2473
4.1,0,0,2012,59,2474
4.3,0,0,2013,59,2475
4.5,0,0,2014,59,2476
4.8,0,0,2015,59,2477
5,0,0,2016,59,2478
12.7,0,0,1975,60,2479
12.9,0,0,1976,60,2480
13.1,0,0,1977,60,2481
13.4,0,0,1978,60,2482
13.6,0,0,1979,60,2483
13.8,0,0,1980,60,2484
14,0,0,1981,60,2485
14.2,0,0,1982,60,2486
14.4,0,0,1983,60,2487
14.6,0,0,1984,60,2488
14.8,0,0,1985,60,2489
15,0,0,1986,60,2490
15.2,0,0,1987,60,2491
15.4,0,0,1988,60,2492
15.5,0,0,1989,60,2493
15.7,0,0,1990,60,2494
15.9,0,0,1991,60,2495
16.1,0,0,1992,60,2496
16.2,0,0,1993,60,2497
16.4,0,0,1994,60,2498
16.5,0,11361.84624,1995,60,2499
16.7,0,12144.59509,1996,60,2500
16.9,0,13733.28481,1997,60,2501
17,0,14436.72895,1998,60,2502
17.2,0,14270.99834,1999,60,2503
17.4,0,15703.02747,2000,60,2504
17.6,3.6,16803.51868,2001,60,2505
17.8,3.5,17937.83198,2002,60,2506
18,3.4,19389.44231,2003,60,2507
18.2,2.9,20733.53808,2004,60,2508
18.4,<2.5,22807.18275,2005,60,2509
18.6,<2.5,25298.64605,2006,60,2510
18.9,<2.5,27383.46956,2007,60,2511
19.1,<2.5,25968.97281,2008,60,2512
19.4,<2.5,22187.9264,2009,60,2513
19.6,<2.5,22740.972,2010,60,2514
19.9,<2.5,24543.06747,2011,60,2515
20.1,<2.5,25691.99964,2012,60,2516
20.4,<2.5,26282.90884,2013,60,2517
20.7,<2.5,27113.68592,2014,60,2518
20.9,<2.5,27549.58137,2015,60,2519
21.2,<2.5,28109.81704,2016,60,2520
3.6,0,0,1975,61,2521
3.9,0,0,1976,61,2522
4.1,0,0,1977,61,2523
4.4,0,0,1978,61,2524
4.6,0,0,1979,61,2525
4.9,0,0,1980,61,2526
5.2,0,0,1981,61,2527
5.5,0,0,1982,61,2528
5.8,0,0,1983,61,2529
6.1,0,0,1984,61,2530
6.4,0,0,1985,61,2531
6.7,0,0,1986,61,2532
7.1,0,0,1987,61,2533
7.4,0,0,1988,61,2534
7.7,0,0,1989,61,2535
8,0,5378.167768,1990,61,2536
8.3,0,5322.987151,1991,61,2537
8.5,0,5370.93354,1992,61,2538
8.7,0,5429.939265,1993,61,2539
9,0,5455.504073,1994,61,2540
9.2,0,5605.569907,1995,61,2541
9.5,0,5696.594636,1996,61,2542
9.8,0,5743.298014,1997,61,2543
10.1,0,5766.418926,1998,61,2544
10.4,0,5825.185825,1999,61,2545
10.7,0,5839.267051,2000,61,2546
11.1,10.7,5837.835663,2001,61,2547
11.4,9.9,6048.42325,2002,61,2548
11.7,8.5,6245.77658,2003,61,2549
12,8.5,6426.839172,2004,61,2550
12.4,9.4,6745.717803,2005,61,2551
12.7,10.3,7056.509128,2006,61,2552
13.1,10.9,7253.489219,2007,61,2553
13.4,11.1,7183.959074,2008,61,2554
13.8,10.7,7161.806823,2009,61,2555
14.1,9.9,7296.511119,2010,61,2556
14.5,8.9,7323.997665,2011,61,2557
14.9,8.1,7528.841673,2012,61,2558
15.3,10.9,7865.438371,2013,61,2559
15.7,13.8,7870.970748,2014,61,2560
16.1,17,7758.495563,2015,61,2561
16.5,16.8,7723.641059,2016,61,2562
0.5,0,0,1975,62,2563
0.5,0,0,1976,62,2564
0.6,0,0,1977,62,2565
0.6,0,0,1978,62,2566
0.6,0,0,1979,62,2567
0.7,0,0,1980,62,2568
0.7,0,0,1981,62,2569
0.7,0,0,1982,62,2570
0.8,0,0,1983,62,2571
0.8,0,0,1984,62,2572
0.9,0,0,1985,62,2573
0.9,0,0,1986,62,2574
1,0,0,1987,62,2575
1,0,0,1988,62,2576
1.1,0,0,1989,62,2577
1.1,0,651.9530906,1990,62,2578
1.2,0,584.3418123,1991,62,2579
1.3,0,514.7901555,1992,62,2580
1.3,0,561.936987,1993,62,2581
1.4,0,560.005935,1994,62,2582
1.5,0,574.8370982,1995,62,2583
1.6,0,626.1078843,1996,62,2584
1.7,0,626.4422652,1997,62,2585
1.7,0,587.2724941,1998,62,2586
1.8,0,599.9521059,1999,62,2587
1.9,0,618.2422187,2000,62,2588
2,47.1,650.4534965,2001,62,2589
2.2,44.3,641.5270258,2002,62,2590
2.3,42.7,609.9424177,2003,62,2591
2.4,39.2,673.4260045,2004,62,2592
2.5,37.2,732.3804985,2005,62,2593
2.7,35.8,789.8703701,2006,62,2594
2.8,35.3,856.9948399,2007,62,2595
2.9,33.9,924.518762,2008,62,2596
3.1,31.8,979.6225122,2009,62,2597
3.3,30.7,1073.826295,2010,62,2598
3.4,30.1,1162.783317,2011,62,2599
3.6,29.9,1230.575484,2012,62,2600
3.8,27.5,1325.755137,2013,62,2601
4,24.8,1424.526984,2014,62,2602
4.3,21.5,1533.107632,2015,62,2603
4.5,20.6,1608.293476,2016,62,2604
9.9,0,0,1975,63,2605
10.2,0,0,1976,63,2606
10.4,0,0,1977,63,2607
10.7,0,0,1978,63,2608
11,0,0,1979,63,2609
11.2,0,0,1980,63,2610
11.5,0,0,1981,63,2611
11.8,0,0,1982,63,2612
12.1,0,0,1983,63,2613
12.3,0,0,1984,63,2614
12.6,0,0,1985,63,2615
12.9,0,0,1986,63,2616
13.2,0,0,1987,63,2617
13.5,0,0,1988,63,2618
13.8,0,0,1989,63,2619
14.1,0,0,1990,63,2620
14.4,0,0,1991,63,2621
14.7,0,0,1992,63,2622
15,0,0,1993,63,2623
15.3,0,0,1994,63,2624
15.6,0,0,1995,63,2625
15.9,0,0,1996,63,2626
16.2,0,0,1997,63,2627
16.6,0,0,1998,63,2628
16.9,0,0,1999,63,2629
17.2,0,0,2000,63,2630
17.5,<2.5,0,2001,63,2631
17.9,<2.5,0,2002,63,2632
18.2,<2.5,0,2003,63,2633
18.6,<2.5,0,2004,63,2634
18.9,<2.5,0,2005,63,2635
19.3,<2.5,0,2006,63,2636
19.7,<2.5,0,2007,63,2637
20,<2.5,0,2008,63,2638
20.4,<2.5,0,2009,63,2639
20.8,<2.5,0,2010,63,2640
21.2,<2.5,0,2011,63,2641
21.6,<2.5,0,2012,63,2642
22,<2.5,0,2013,63,2643
22.4,<2.5,0,2014,63,2644
22.9,<2.5,0,2015,63,2645
23.3,<2.5,0,2016,63,2646
9.5,0,0,1975,64,2647
9.8,0,0,1976,64,2648
10.1,0,0,1977,64,2649
10.5,0,0,1978,64,2650
10.8,0,0,1979,64,2651
11.2,0,0,1980,64,2652
11.5,0,0,1981,64,2653
11.9,0,0,1982,64,2654
12.3,0,0,1983,64,2655
12.6,0,0,1984,64,2656
13,0,0,1985,64,2657
13.4,0,0,1986,64,2658
13.9,0,0,1987,64,2659
14.3,0,0,1988,64,2660
14.8,0,0,1989,64,2661
15.3,0,5891.290081,1990,64,2662
15.8,0,5678.875631,1991,64,2663
16.4,0,5951.983191,1992,64,2664
16.9,0,5994.266403,1993,64,2665
17.5,0,6212.418935,1994,64,2666
18.1,0,6287.005516,1995,64,2667
18.7,0,6513.375984,1996,64,2668
19.3,0,6302.722022,1997,64,2669
19.9,0,6325.183922,1998,64,2670
20.4,0,6829.074678,1999,64,2671
21,0,6673.847391,2000,64,2672
21.5,4,6782.284404,2001,64,2673
22.1,3.9,6986.677956,2002,64,2674
22.6,4,7048.447941,2003,64,2675
23.2,3.9,7406.361842,2004,64,2676
23.7,3.8,7426.778763,2005,64,2677
24.3,3.8,7513.217106,2006,64,2678
24.8,3.8,7383.264069,2007,64,2679
25.4,4,7384.086057,2008,64,2680
26,4,7208.005111,2009,64,2681
26.5,4,7352.08836,2010,64,2682
27.1,3.8,7488.829381,2011,64,2683
27.7,3.5,7537.926213,2012,64,2684
28.3,3.6,7839.874778,2013,64,2685
28.9,3.9,8222.253784,2014,64,2686
29.5,4.1,8477.64473,2015,64,2687
30.2,4,8447.264179,2016,64,2688
6.9,0,0,1975,65,2689
7.2,0,0,1976,65,2690
7.5,0,0,1977,65,2691
7.8,0,0,1978,65,2692
8.2,0,0,1979,65,2693
8.5,0,0,1980,65,2694
8.8,0,0,1981,65,2695
9.2,0,0,1982,65,2696
9.6,0,0,1983,65,2697
9.9,0,0,1984,65,2698
10.3,0,0,1985,65,2699
10.7,0,0,1986,65,2700
11.1,0,0,1987,65,2701
11.5,0,0,1988,65,2702
12,0,0,1989,65,2703
12.4,0,28905.57032,1990,65,2704
12.8,0,27047.8399,1991,65,2705
13.2,0,26002.07995,1992,65,2706
13.6,0,25686.51002,1993,65,2707
14,0,26583.53333,1994,65,2708
14.4,0,27596.41289,1995,65,2709
14.8,0,28512.4344,1996,65,2710
15.2,0,30205.02044,1997,65,2711
15.6,0,31760.2768,1998,65,2712
16,0,33094.83843,1999,65,2713
16.4,0,34887.1788,2000,65,2714
16.7,<2.5,35706.15333,2001,65,2715
17.1,<2.5,36218.24016,2002,65,2716
17.5,<2.5,36852.44392,2003,65,2717
17.8,<2.5,38188.25109,2004,65,2718
18.2,<2.5,39115.76479,2005,65,2719
18.5,<2.5,40546.08073,2006,65,2720
18.9,<2.5,42467.261,2007,65,2721
19.3,<2.5,42574.64114,2008,65,2722
19.6,<2.5,38867.79945,2009,65,2723
20,<2.5,39848.1345,2010,65,2724
20.3,<2.5,40683.52758,2011,65,2725
20.7,<2.5,39912.94136,2012,65,2726
21.1,<2.5,39428.31206,2013,65,2727
21.4,<2.5,39017.53721,2014,65,2728
21.8,<2.5,38941.7636,2015,65,2729
22.2,<2.5,39659.16604,2016,65,2730
8.8,0,0,1975,66,2731
9.1,0,0,1976,66,2732
9.3,0,0,1977,66,2733
9.5,0,0,1978,66,2734
9.8,0,0,1979,66,2735
10,0,0,1980,66,2736
10.3,0,0,1981,66,2737
10.5,0,0,1982,66,2738
10.7,0,0,1983,66,2739
11,0,0,1984,66,2740
11.2,0,0,1985,66,2741
11.5,0,0,1986,66,2742
11.8,0,0,1987,66,2743
12,0,0,1988,66,2744
12.3,0,0,1989,66,2745
12.6,0,29514.85381,1990,66,2746
12.9,0,29797.86241,1991,66,2747
13.2,0,30124.36653,1992,66,2748
13.5,0,29810.36251,1993,66,2749
13.8,0,30396.17548,1994,66,2750
14.1,0,30918.06796,1995,66,2751
14.5,0,31236.41334,1996,66,2752
14.8,0,31853.63066,1997,66,2753
15.1,0,32865.04648,1998,66,2754
15.5,0,33810.40325,1999,66,2755
15.8,0,34880.88182,2000,66,2756
16.2,<2.5,35304.73072,2001,66,2757
16.5,<2.5,35440.92191,2002,66,2758
16.9,<2.5,35479.01035,2003,66,2759
17.2,<2.5,36200.07627,2004,66,2760
17.6,<2.5,36505.84873,2005,66,2761
17.9,<2.5,37113.18341,2006,66,2762
18.3,<2.5,37755.29451,2007,66,2763
18.6,<2.5,37618.20734,2008,66,2764
19,<2.5,36324.36154,2009,66,2765
19.3,<2.5,36855.84468,2010,66,2766
19.7,<2.5,37440.64149,2011,66,2767
20.1,<2.5,37327.9444,2012,66,2768
20.4,<2.5,37350.27827,2013,66,2769
20.8,<2.5,37523.72758,2014,66,2770
21.2,<2.5,37766.37411,2015,66,2771
21.6,<2.5,38062.63973,2016,66,2772
1.8,0,0,1975,67,2773
2,0,0,1976,67,2774
2.2,0,0,1977,67,2775
2.4,0,0,1978,67,2776
2.6,0,0,1979,67,2777
2.9,0,0,1980,67,2778
3.2,0,0,1981,67,2779
3.4,0,0,1982,67,2780
3.7,0,0,1983,67,2781
4,0,0,1984,67,2782
4.3,0,0,1985,67,2783
4.6,0,0,1986,67,2784
4.9,0,0,1987,67,2785
5.2,0,0,1988,67,2786
5.5,0,0,1989,67,2787
5.8,0,19500.92869,1990,67,2788
6.1,0,20142.69773,1991,67,2789
6.5,0,19006.29292,1992,67,2790
6.8,0,19242.55029,1993,67,2791
7.2,0,19445.00155,1994,67,2792
7.5,0,19895.83748,1995,67,2793
7.9,0,20101.51223,1996,67,2794
8.2,0,20727.8798,1997,67,2795
8.6,0,20919.51191,1998,67,2796
8.9,0,18582.04149,1999,67,2797
9.3,0,17782.69815,2000,67,2798
9.6,10.8,17714.37601,2001,67,2799
10,12.3,17231.37463,2002,67,2800
10.3,13.5,17171.07978,2003,67,2801
10.7,14,16832.48196,2004,67,2802
11.1,14.5,16803.54675,2005,67,2803
11.4,14.9,15860.37563,2006,67,2804
11.8,16.1,16312.57632,2007,67,2805
12.1,16.9,15288.14489,2008,67,2806
12.5,17.5,14822.39055,2009,67,2807
12.8,17.3,15355.78465,2010,67,2808
13.2,17.3,15893.54772,2011,67,2809
13.5,17.5,16159.72185,2012,67,2810
13.9,16.2,16503.06836,2013,67,2811
14.3,14.9,16678.63813,2014,67,2812
14.6,14.1,16836.78342,2015,67,2813
15,15.1,16756.69447,2016,67,2814
0.9,0,0,1975,68,2815
1,0,0,1976,68,2816
1.1,0,0,1977,68,2817
1.2,0,0,1978,68,2818
1.2,0,0,1979,68,2819
1.3,0,0,1980,68,2820
1.4,0,0,1981,68,2821
1.5,0,0,1982,68,2822
1.6,0,0,1983,68,2823
1.7,0,0,1984,68,2824
1.8,0,0,1985,68,2825
2,0,0,1986,68,2826
2.1,0,0,1987,68,2827
2.2,0,0,1988,68,2828
2.4,0,0,1989,68,2829
2.6,0,1506.404687,1990,68,2830
2.7,0,1499.742164,1991,68,2831
2.9,0,1502.582414,1992,68,2832
3.1,0,1503.878969,1993,68,2833
3.3,0,1464.840365,1994,68,2834
3.5,0,1437.018694,1995,68,2835
3.8,0,1428.138718,1996,68,2836
4,0,1456.33983,1997,68,2837
4.2,0,1464.758279,1998,68,2838
4.5,0,1513.555465,1999,68,2839
4.8,0,1549.585721,2000,68,2840
5,18,1589.585991,2001,68,2841
5.3,19.8,1490.01167,2002,68,2842
5.6,20.7,1541.994706,2003,68,2843
5.9,20.9,1598.325762,2004,68,2844
6.3,21.9,1533.249642,2005,68,2845
6.6,20.9,1501.800772,2006,68,2846
6.9,18.9,1507.698583,2007,68,2847
7.3,15.9,1544.52974,2008,68,2848
7.6,14.4,1593.016555,2009,68,2849
8,13.2,1644.242366,2010,68,2850
8.4,12.8,1524.768774,2011,68,2851
8.7,13.2,1560.330276,2012,68,2852
9.1,12.6,1584.753591,2013,68,2853
9.5,12.2,1550.218432,2014,68,2854
